text,language,category,severity
ভবনটির কাঠামো মারাত্মক হেলে পড়েছে আমাদের এলাকায়।,bn,building_damage,high
"तुरंत कार्रवाई करें, इमारत का बड़ा हिस्सा क्षतिग्रस्त हो गया है और कभी भी गिर सकता है रिहायशी इलाके में।",hi,building_damage,high
Thoda sa road damage hai hospital ke paas.,hinglish,road_damage,low
नाली कई दिनों से साफ नहीं हुई है और बदबू फैल रही है अस्पताल के पास।,hi,drainage,medium
"तुरंत कार्रवाई करें, यहाँ एक सामान्य नागरिक समस्या है जिस पर ध्यान देने की जरूरत है रेलवे स्टेशन के पास।",hi,other,low
"तुरंत कार्रवाई करें, अत्यंत गंभीर आपातकालीन स्थिति उत्पन्न हो गई है, तुरंत सरकारी मदद चाहिए मुख्य सड़क पर।",hi,other,critical
জরুরি অভিযোগ: রাস্তায় সামান্য জল জমে রয়েছে প্রধান রাস্তায়।,bn,waterlogging,low
Residents are facing a civic problem near the bus stand.,en,other,medium
জরুরি অভিযোগ: আবর্জনা ধসে রাস্তা সম্পূর্ণ অবরুদ্ধ ও জরুরি অবস্থা তৈরি হয়েছে বাজারের কাছে।,bn,garbage,critical
জরুরি অভিযোগ: বিল্ডিংয়ে ভয়াবহ আগুন লেগেছে এবং দ্রুত বিস্তার লাভ করছে আবাসিক এলাকায়।,bn,fire,high
"দয়া করে সাহায্য করুন, এখানে একটি সাধারণ নাগরিক সমস্যা রয়েছে যা দেখা দরকার রেলস্টেশনের কাছে।",bn,other,low
The garbage has not been collected in the residential area.,en,garbage,medium
এলাকাটি একবার পরিদর্শন করার অনুরোধ রইল স্কুলের কাছে।,bn,other,low
কিছু বর্জ্য পদার্থ পড়ে রয়েছে বাসস্ট্যান্ডের কাছে।,bn,garbage,low
"তাড়াতাড়ি ব্যবস্থা নিন, ড্রেন বিপর্যয়ে জনস্বাস্থ্যের জরুরি সংকট ও জীবন সংশয় তৈরি হয়েছে বাসস্ট্যান্ডের কাছে।",bn,drainage,critical
Sadak ki surface pe thoda damage dikh raha hai hospital ke paas.,hinglish,road_damage,low
রাস্তায় কয়েকটি গর্ত সৃষ্টি হয়েছে বাজারের কাছে।,bn,road_damage,medium
ट्रैफिक सिग्नल बंद होने से चौराहे पर कभी भी एक्सीडेंट हो सकता है गांव के प्रवेश द्वार पर।,hi,other,high
